BSI,BSI_B12_B7_B8A,0.663515406162465,1.0,1.0,1.0,0.6061427280939476,0.6886925795053004,0.6478040540540541,0.6566604127579738,0.7189939288811795,0.6762672811059908,0.5851216022889842,0.6313584679832436,0.6475787855495774,1.0,1.0,1.0,0.657815845824411,0.6,0.6797680412371133,0.6056173200702165,0.6614153538384597,0.565816678152998,0.6910523353967362,0.6090487238979119,0.6374859708193041,0.6447318372004565,0.5330243337195828,0.5284872298624754,0.6353702954269527,0.637045813586098,0.633077765607886,0.6264894592117323,0.68349385586184,0.6582332761578045,0.6716604244694131,0.6342507645259938,0.6755319148936171,0.7413692217671153,0.7965686274509803,0.7070707070707071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6390934844192635,1.0,1.0,0.6814599751140605,0.647373540856031,0.666236559139785,0.7030651340996169,0.6555808656036446,0.6555066079295153,0.7104136947218259,0.6753246753246752,0.6078557630392788,0.675442043222004,0.6103646833013436,0.6405633802816901,0.632583792957149,0.7069901053303542,0.6366353543979505,0.6593601895734597,0.6821218074656189,0.6370341614906833
mSR,mSR_B12_B7_B8A,-0.20227320564091772,-0.0,-0.0,-0.0,-0.24521934758155228,-0.18434818999790747,-0.21373654536135317,-0.20724801812004526,-0.16347124117053477,-0.193127147766323,-0.26173285198555957,-0.22597212032281733,-0.21390249591789126,-0.0,-0.0,-0.0,-0.20640661327822274,-0.25,-0.19064058304564638,-0.24562682215743442,-0.20379289584587593,-0.2772887323943662,-0.18269550748752078,-0.24297043979812546,-0.2213845099383139,-0.21600370027752083,-0.30461073318216175,-0.30848329048843187,-0.2229646127196238,-0.22171290711700842,-0.2246814218645205,-0.22964215271907584,-0.18800552377194707,-0.20610292216188258,-0.19641523525018678,-0.22380239520958087,-0.19365079365079363,-0.14852150537634407,-0.11323328785811734,-0.1715976331360947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22018665744901483,-0.0,-0.0,-0.18944252590034535,-0.21405373486861531,-0.20030975735673723,-0.17435320584926883,-0.20803522289488166,-0.20808940926024486,-0.16930775646371976,-0.19379844961240314,-0.24389267120544655,-0.19371482176360227,-0.24195470798569726,-0.21909340659340656,-0.225051975051975,-0.1716529543754675,-0.22201930602661096,-0.2052838272045698,-0.18897453865919175,-0.2217216030353332
BSITian,BSITian_B12_B7_B8A,-0.20227320564091772,-0.0,-0.0,-0.0,-0.24521934758155228,-0.18434818999790747,-0.21373654536135317,-0.20724801812004526,-0.16347124117053477,-0.193127147766323,-0.26173285198555957,-0.22597212032281733,-0.21390249591789126,-0.0,-0.0,-0.0,-0.20640661327822274,-0.25,-0.19064058304564638,-0.24562682215743442,-0.20379289584587593,-0.2772887323943662,-0.18269550748752078,-0.24297043979812546,-0.2213845099383139,-0.21600370027752083,-0.30461073318216175,-0.30848329048843187,-0.2229646127196238,-0.22171290711700842,-0.2246814218645205,-0.22964215271907584,-0.18800552377194707,-0.20610292216188258,-0.19641523525018678,-0.22380239520958087,-0.19365079365079363,-0.14852150537634407,-0.11323328785811734,-0.1715976331360947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22018665744901483,-0.0,-0.0,-0.18944252590034535,-0.21405373486861531,-0.20030975735673723,-0.17435320584926883,-0.20803522289488166,-0.20808940926024486,-0.16930775646371976,-0.19379844961240314,-0.24389267120544655,-0.19371482176360227,-0.24195470798569726,-0.21909340659340656,-0.225051975051975,-0.1716529543754675,-0.22201930602661096,-0.2052838272045698,-0.18897453865919175,-0.2217216030353332
CVI,CVI_B12_B7_B8A,-0.20227320564091772,-0.0,-0.0,-0.0,-0.24521934758155228,-0.18434818999790747,-0.21373654536135317,-0.20724801812004526,-0.16347124117053477,-0.193127147766323,-0.26173285198555957,-0.22597212032281733,-0.21390249591789126,-0.0,-0.0,-0.0,-0.20640661327822274,-0.25,-0.19064058304564638,-0.24562682215743442,-0.20379289584587593,-0.2772887323943662,-0.18269550748752078,-0.24297043979812546,-0.2213845099383139,-0.21600370027752083,-0.30461073318216175,-0.30848329048843187,-0.2229646127196238,-0.22171290711700842,-0.2246814218645205,-0.22964215271907584,-0.18800552377194707,-0.20610292216188258,-0.19641523525018678,-0.22380239520958087,-0.19365079365079363,-0.14852150537634407,-0.11323328785811734,-0.1715976331360947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22018665744901483,-0.0,-0.0,-0.18944252590034535,-0.21405373486861531,-0.20030975735673723,-0.17435320584926883,-0.20803522289488166,-0.20808940926024486,-0.16930775646371976,-0.19379844961240314,-0.24389267120544655,-0.19371482176360227,-0.24195470798569726,-0.21909340659340656,-0.225051975051975,-0.1716529543754675,-0.22201930602661096,-0.2052838272045698,-0.18897453865919175,-0.2217216030353332
BSI,BSI_B12_B7_B11,0.663515406162465,1.0,1.0,1.0,0.6061427280939476,0.6886925795053004,0.6478040540540541,0.6566604127579738,0.7189939288811795,0.6762672811059908,0.5851216022889842,0.6313584679832436,0.6475787855495774,1.0,1.0,1.0,0.657815845824411,0.6,0.6797680412371133,0.6056173200702165,0.6614153538384597,0.565816678152998,0.6910523353967362,0.6090487238979119,0.6374859708193041,0.6447318372004565,0.5330243337195828,0.5284872298624754,0.6353702954269527,0.637045813586098,0.633077765607886,0.6264894592117323,0.68349385586184,0.6582332761578045,0.6716604244694131,0.6342507645259938,0.6755319148936171,0.7413692217671153,0.7965686274509803,0.7070707070707071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6390934844192635,1.0,1.0,0.6814599751140605,0.647373540856031,0.666236559139785,0.7030651340996169,0.6555808656036446,0.6555066079295153,0.7104136947218259,0.6753246753246752,0.6078557630392788,0.675442043222004,0.6103646833013436,0.6405633802816901,0.632583792957149,0.7069901053303542,0.6366353543979505,0.6593601895734597,0.6821218074656189,0.6370341614906833
mSR,mSR_B12_B7_B11,-0.20227320564091772,-0.0,-0.0,-0.0,-0.24521934758155228,-0.18434818999790747,-0.21373654536135317,-0.20724801812004526,-0.16347124117053477,-0.193127147766323,-0.26173285198555957,-0.22597212032281733,-0.21390249591789126,-0.0,-0.0,-0.0,-0.20640661327822274,-0.25,-0.19064058304564638,-0.24562682215743442,-0.20379289584587593,-0.2772887323943662,-0.18269550748752078,-0.24297043979812546,-0.2213845099383139,-0.21600370027752083,-0.30461073318216175,-0.30848329048843187,-0.2229646127196238,-0.22171290711700842,-0.2246814218645205,-0.22964215271907584,-0.18800552377194707,-0.20610292216188258,-0.19641523525018678,-0.22380239520958087,-0.19365079365079363,-0.14852150537634407,-0.11323328785811734,-0.1715976331360947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22018665744901483,-0.0,-0.0,-0.18944252590034535,-0.21405373486861531,-0.20030975735673723,-0.17435320584926883,-0.20803522289488166,-0.20808940926024486,-0.16930775646371976,-0.19379844961240314,-0.24389267120544655,-0.19371482176360227,-0.24195470798569726,-0.21909340659340656,-0.225051975051975,-0.1716529543754675,-0.22201930602661096,-0.2052838272045698,-0.18897453865919175,-0.2217216030353332
BSITian,BSITian_B12_B7_B11,-0.20227320564091772,-0.0,-0.0,-0.0,-0.24521934758155228,-0.18434818999790747,-0.21373654536135317,-0.20724801812004526,-0.16347124117053477,-0.193127147766323,-0.26173285198555957,-0.22597212032281733,-0.21390249591789126,-0.0,-0.0,-0.0,-0.20640661327822274,-0.25,-0.19064058304564638,-0.24562682215743442,-0.20379289584587593,-0.2772887323943662,-0.18269550748752078,-0.24297043979812546,-0.2213845099383139,-0.21600370027752083,-0.30461073318216175,-0.30848329048843187,-0.2229646127196238,-0.22171290711700842,-0.2246814218645205,-0.22964215271907584,-0.18800552377194707,-0.20610292216188258,-0.19641523525018678,-0.22380239520958087,-0.19365079365079363,-0.14852150537634407,-0.11323328785811734,-0.1715976331360947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22018665744901483,-0.0,-0.0,-0.18944252590034535,-0.21405373486861531,-0.20030975735673723,-0.17435320584926883,-0.20803522289488166,-0.20808940926024486,-0.16930775646371976,-0.19379844961240314,-0.24389267120544655,-0.19371482176360227,-0.24195470798569726,-0.21909340659340656,-0.225051975051975,-0.1716529543754675,-0.22201930602661096,-0.2052838272045698,-0.18897453865919175,-0.2217216030353332
CVI,CVI_B12_B7_B11,-0.20227320564091772,-0.0,-0.0,-0.0,-0.24521934758155228,-0.18434818999790747,-0.21373654536135317,-0.20724801812004526,-0.16347124117053477,-0.193127147766323,-0.26173285198555957,-0.22597212032281733,-0.21390249591789126,-0.0,-0.0,-0.0,-0.20640661327822274,-0.25,-0.19064058304564638,-0.24562682215743442,-0.20379289584587593,-0.2772887323943662,-0.18269550748752078,-0.24297043979812546,-0.2213845099383139,-0.21600370027752083,-0.30461073318216175,-0.30848329048843187,-0.2229646127196238,-0.22171290711700842,-0.2246814218645205,-0.22964215271907584,-0.18800552377194707,-0.20610292216188258,-0.19641523525018678,-0.22380239520958087,-0.19365079365079363,-0.14852150537634407,-0.11323328785811734,-0.1715976331360947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22018665744901483,-0.0,-0.0,-0.18944252590034535,-0.21405373486861531,-0.20030975735673723,-0.17435320584926883,-0.20803522289488166,-0.20808940926024486,-0.16930775646371976,-0.19379844961240314,-0.24389267120544655,-0.19371482176360227,-0.24195470798569726,-0.21909340659340656,-0.225051975051975,-0.1716529543754675,-0.22201930602661096,-0.2052838272045698,-0.18897453865919175,-0.2217216030353332
BSI,BSI_B12_B8_B2,0.663515406162465,1.0,1.0,1.0,0.6061427280939476,0.6886925795053004,0.6478040540540541,0.6566604127579738,0.7189939288811795,0.6762672811059908,0.5851216022889842,0.6313584679832436,0.6475787855495774,1.0,1.0,1.0,0.657815845824411,0.6,0.6797680412371133,0.6056173200702165,0.6614153538384597,0.565816678152998,0.6910523353967362,0.6090487238979119,0.6374859708193041,0.6447318372004565,0.5330243337195828,0.5284872298624754,0.6353702954269527,0.637045813586098,0.633077765607886,0.6264894592117323,0.68349385586184,0.6582332761578045,0.6716604244694131,0.6342507645259938,0.6755319148936171,0.7413692217671153,0.7965686274509803,0.7070707070707071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6390934844192635,1.0,1.0,0.6814599751140605,0.647373540856031,0.666236559139785,0.7030651340996169,0.6555808656036446,0.6555066079295153,0.7104136947218259,0.6753246753246752,0.6078557630392788,0.675442043222004,0.6103646833013436,0.6405633802816901,0.632583792957149,0.7069901053303542,0.6366353543979505,0.6593601895734597,0.6821218074656189,0.6370341614906833
BSI,BSI_B12_B8_B3,0.663515406162465,1.0,1.0,1.0,0.6061427280939476,0.6886925795053004,0.6478040540540541,0.6566604127579738,0.7189939288811795,0.6762672811059908,0.5851216022889842,0.6313584679832436,0.6475787855495774,1.0,1.0,1.0,0.657815845824411,0.6,0.6797680412371133,0.6056173200702165,0.6614153538384597,0.565816678152998,0.6910523353967362,0.6090487238979119,0.6374859708193041,0.6447318372004565,0.5330243337195828,0.5284872298624754,0.6353702954269527,0.637045813586098,0.633077765607886,0.6264894592117323,0.68349385586184,0.6582332761578045,0.6716604244694131,0.6342507645259938,0.6755319148936171,0.7413692217671153,0.7965686274509803,0.7070707070707071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6390934844192635,1.0,1.0,0.6814599751140605,0.647373540856031,0.666236559139785,0.7030651340996169,0.6555808656036446,0.6555066079295153,0.7104136947218259,0.6753246753246752,0.6078557630392788,0.675442043222004,0.6103646833013436,0.6405633802816901,0.632583792957149,0.7069901053303542,0.6366353543979505,0.6593601895734597,0.6821218074656189,0.6370341614906833
BSI,BSI_B12_B8_B4,0.663515406162465,1.0,1.0,1.0,0.6061427280939476,0.6886925795053004,0.6478040540540541,0.6566604127579738,0.7189939288811795,0.6762672811059908,0.5851216022889842,0.6313584679832436,0.6475787855495774,1.0,1.0,1.0,0.657815845824411,0.6,0.6797680412371133,0.6056173200702165,0.6614153538384597,0.565816678152998,0.6910523353967362,0.6090487238979119,0.6374859708193041,0.6447318372004565,0.5330243337195828,0.5284872298624754,0.6353702954269527,0.637045813586098,0.633077765607886,0.6264894592117323,0.68349385586184,0.6582332761578045,0.6716604244694131,0.6342507645259938,0.6755319148936171,0.7413692217671153,0.7965686274509803,0.7070707070707071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6390934844192635,1.0,1.0,0.6814599751140605,0.647373540856031,0.666236559139785,0.7030651340996169,0.6555808656036446,0.6555066079295153,0.7104136947218259,0.6753246753246752,0.6078557630392788,0.675442043222004,0.6103646833013436,0.6405633802816901,0.632583792957149,0.7069901053303542,0.6366353543979505,0.6593601895734597,0.6821218074656189,0.6370341614906833
BSI,BSI_B12_B8_B5,0.663515406162465,1.0,1.0,1.0,0.6061427280939476,0.6886925795053004,0.6478040540540541,0.6566604127579738,0.7189939288811795,0.6762672811059908,0.5851216022889842,0.6313584679832436,0.6475787855495774,1.0,1.0,1.0,0.657815845824411,0.6,0.6797680412371133,0.6056173200702165,0.6614153538384597,0.565816678152998,0.6910523353967362,0.6090487238979119,0.6374859708193041,0.6447318372004565,0.5330243337195828,0.5284872298624754,0.6353702954269527,0.637045813586098,0.633077765607886,0.6264894592117323,0.68349385586184,0.6582332761578045,0.6716604244694131,0.6342507645259938,0.6755319148936171,0.7413692217671153,0.7965686274509803,0.7070707070707071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6390934844192635,1.0,1.0,0.6814599751140605,0.647373540856031,0.666236559139785,0.7030651340996169,0.6555808656036446,0.6555066079295153,0.7104136947218259,0.6753246753246752,0.6078557630392788,0.675442043222004,0.6103646833013436,0.6405633802816901,0.632583792957149,0.7069901053303542,0.6366353543979505,0.6593601895734597,0.6821218074656189,0.6370341614906833
BSI,BSI_B12_B8_B6,0.663515406162465,1.0,1.0,1.0,0.6061427280939476,0.6886925795053004,0.6478040540540541,0.6566604127579738,0.7189939288811795,0.6762672811059908,0.5851216022889842,0.6313584679832436,0.6475787855495774,1.0,1.0,1.0,0.657815845824411,0.6,0.6797680412371133,0.6056173200702165,0.6614153538384597,0.565816678152998,0.6910523353967362,0.6090487238979119,0.6374859708193041,0.6447318372004565,0.5330243337195828,0.5284872298624754,0.6353702954269527,0.637045813586098,0.633077765607886,0.6264894592117323,0.68349385586184,0.6582332761578045,0.6716604244694131,0.6342507645259938,0.6755319148936171,0.7413692217671153,0.7965686274509803,0.7070707070707071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6390934844192635,1.0,1.0,0.6814599751140605,0.647373540856031,0.666236559139785,0.7030651340996169,0.6555808656036446,0.6555066079295153,0.7104136947218259,0.6753246753246752,0.6078557630392788,0.675442043222004,0.6103646833013436,0.6405633802816901,0.632583792957149,0.7069901053303542,0.6366353543979505,0.6593601895734597,0.6821218074656189,0.6370341614906833
BSI,BSI_B12_B8_B7,0.663515406162465,1.0,1.0,1.0,0.6061427280939476,0.6886925795053004,0.6478040540540541,0.6566604127579738,0.7189939288811795,0.6762672811059908,0.5851216022889842,0.6313584679832436,0.6475787855495774,1.0,1.0,1.0,0.657815845824411,0.6,0.6797680412371133,0.6056173200702165,0.6614153538384597,0.565816678152998,0.6910523353967362,0.6090487238979119,0.6374859708193041,0.6447318372004565,0.5330243337195828,0.5284872298624754,0.6353702954269527,0.637045813586098,0.633077765607886,0.6264894592117323,0.68349385586184,0.6582332761578045,0.6716604244694131,0.6342507645259938,0.6755319148936171,0.7413692217671153,0.7965686274509803,0.7070707070707071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6390934844192635,1.0,1.0,0.6814599751140605,0.647373540856031,0.666236559139785,0.7030651340996169,0.6555808656036446,0.6555066079295153,0.7104136947218259,0.6753246753246752,0.6078557630392788,0.675442043222004,0.6103646833013436,0.6405633802816901,0.632583792957149,0.7069901053303542,0.6366353543979505,0.6593601895734597,0.6821218074656189,0.6370341614906833
BSI,BSI_B12_B8_B8A,0.663515406162465,1.0,1.0,1.0,0.6061427280939476,0.6886925795053004,0.6478040540540541,0.6566604127579738,0.7189939288811795,0.6762672811059908,0.5851216022889842,0.6313584679832436,0.6475787855495774,1.0,1.0,1.0,0.657815845824411,0.6,0.6797680412371133,0.6056173200702165,0.6614153538384597,0.565816678152998,0.6910523353967362,0.6090487238979119,0.6374859708193041,0.6447318372004565,0.5330243337195828,0.5284872298624754,0.6353702954269527,0.637045813586098,0.633077765607886,0.6264894592117323,0.68349385586184,0.6582332761578045,0.6716604244694131,0.6342507645259938,0.6755319148936171,0.7413692217671153,0.7965686274509803,0.7070707070707071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6390934844192635,1.0,1.0,0.6814599751140605,0.647373540856031,0.666236559139785,0.7030651340996169,0.6555808656036446,0.6555066079295153,0.7104136947218259,0.6753246753246752,0.6078557630392788,0.675442043222004,0.6103646833013436,0.6405633802816901,0.632583792957149,0.7069901053303542,0.6366353543979505,0.6593601895734597,0.6821218074656189,0.6370341614906833
mSR,mSR_B12_B8_B8A,-0.20227320564091772,-0.0,-0.0,-0.0,-0.24521934758155228,-0.18434818999790747,-0.21373654536135317,-0.20724801812004526,-0.16347124117053477,-0.193127147766323,-0.26173285198555957,-0.22597212032281733,-0.21390249591789126,-0.0,-0.0,-0.0,-0.20640661327822274,-0.25,-0.19064058304564638,-0.24562682215743442,-0.20379289584587593,-0.2772887323943662,-0.18269550748752078,-0.24297043979812546,-0.2213845099383139,-0.21600370027752083,-0.30461073318216175,-0.30848329048843187,-0.2229646127196238,-0.22171290711700842,-0.2246814218645205,-0.22964215271907584,-0.18800552377194707,-0.20610292216188258,-0.19641523525018678,-0.22380239520958087,-0.19365079365079363,-0.14852150537634407,-0.11323328785811734,-0.1715976331360947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22018665744901483,-0.0,-0.0,-0.18944252590034535,-0.21405373486861531,-0.20030975735673723,-0.17435320584926883,-0.20803522289488166,-0.20808940926024486,-0.16930775646371976,-0.19379844961240314,-0.24389267120544655,-0.19371482176360227,-0.24195470798569726,-0.21909340659340656,-0.225051975051975,-0.1716529543754675,-0.22201930602661096,-0.2052838272045698,-0.18897453865919175,-0.2217216030353332
BSITian,BSITian_B12_B8_B8A,-0.20227320564091772,-0.0,-0.0,-0.0,-0.24521934758155228,-0.18434818999790747,-0.21373654536135317,-0.20724801812004526,-0.16347124117053477,-0.193127147766323,-0.26173285198555957,-0.22597212032281733,-0.21390249591789126,-0.0,-0.0,-0.0,-0.20640661327822274,-0.25,-0.19064058304564638,-0.24562682215743442,-0.20379289584587593,-0.2772887323943662,-0.18269550748752078,-0.24297043979812546,-0.2213845099383139,-0.21600370027752083,-0.30461073318216175,-0.30848329048843187,-0.2229646127196238,-0.22171290711700842,-0.2246814218645205,-0.22964215271907584,-0.18800552377194707,-0.20610292216188258,-0.19641523525018678,-0.22380239520958087,-0.19365079365079363,-0.14852150537634407,-0.11323328785811734,-0.1715976331360947,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.22018665744901483,-0.0,-0.0,-0.18944252590034535,-0.21405373486861531,-0.20030975735673723,-0.17435320584926883,-0.20803522289488166,-0.20808940926024486,-0.16930775646371976,-0.19379844961240314,-0.24389267120544655,-0.19371482176360227,-0.24195470798569726,-0.21909340659340656,-0.225051975051975,-0.1716529543754675,-0.22201930602661096,-0.2052838272045698,-0.18897453865919175,-0.2217216030353332
